Location,Year,Kilometers_Driven,Fuel_Type,Transmission,Owner_Type,Mileage,Engine,Power,Seats,New_Price,Price,Brand
Kolkata,2009,40000,Petrol,Manual,First,20.36,1197.0,78.9,5.0,,1.7,Hyundai
Kolkata,2009,43000,Petrol,Manual,First,17.0,1197.0,80.0,5.0,,1.99,Hyundai
Pune,2012,65000,Petrol,Manual,First,18.6,1199.0,79.4,5.0,,2.5,Chevrolet
Hyderabad,2013,74000,Diesel,Manual,First,22.07,1199.0,73.9,5.0,,4.85,Volkswagen
Hyderabad,2010,51192,Petrol,Manual,First,15.6,1196.0,70.0,5.0,,2.65,Ford
Kochi,2014,14262,Petrol,Automatic,First,9.9,1984.0,207.8,2.0,,27.35,Audi
Jaipur,2015,66339,Diesel,Manual,Second,25.1,1498.0,98.6,5.0,,6.9,Honda
Hyderabad,2013,90200,Diesel,Manual,First,20.0,1399.0,68.05,5.0,,3.5,Ford
Delhi,2015,57854,Diesel,Manual,First,12.99,2494.0,100.6,7.0,,12.5,Toyota
Delhi,2017,32000,Petrol,Automatic,First,19.12,1373.0,91.1,5.0,,9.2,Maruti
Mumbai,2015,29631,Petrol,Automatic,First,18.9,1197.0,82.0,5.0,,4.9,Hyundai
Delhi,2009,55005,Petrol,Manual,First,12.8,,,,,3.2,Honda
Kochi,2014,54173,Petrol,Manual,First,18.88,999.0,123.24,5.0,,5.55,Ford
Ahmedabad,2014,50000,Petrol,Automatic,First,14.7,1798.0,177.6,5.0,,13.5,Skoda
Kolkata,2010,145000,Diesel,Manual,First,20.4,1248.0,91.7,5.0,,2.6,Fiat
Jaipur,2015,78000,Petrol,Manual,First,16.1,1298.0,88.2,5.0,,4.5,Maruti
Delhi,2013,65000,Diesel,Automatic,Second,11.8,2993.0,180.0,7.0,,34.0,Land
Hyderabad,2012,120000,Diesel,Manual,First,12.8,2494.0,102.0,7.0,,12.0,Toyota
Mumbai,2015,14000,Diesel,Manual,First,28.4,1248.0,74.0,5.0,7.13,5.25,Maruti
Kochi,2014,57456,Diesel,Automatic,First,17.68,1968.0,174.33,5.0,,21.56,Audi
Coimbatore,2012,44450,Diesel,Automatic,First,22.48,1995.0,190.0,5.0,71.82,24.68,BMW
Delhi,2013,63777,Petrol,Manual,First,18.5,1197.0,82.9,5.0,,3.67,Hyundai
Mumbai,2016,31000,Diesel,Automatic,First,17.05,1995.0,190.0,5.0,50.97,29.5,BMW
Delhi,2012,60000,Petrol,Manual,First,17.6,1496.0,88.73,5.0,,3.1,Toyota
Ahmedabad,2015,78008,Diesel,Manual,First,17.0,1405.0,70.0,5.0,,2.9,Tata
Bangalore,2014,33000,Diesel,Automatic,Second,0.0,2987.0,165.0,5.0,,43.0,Mercedes-Benz
Mumbai,2009,27078,Petrol,Automatic,First,10.98,1984.0,114.4,4.0,,15.95,Volkswagen
Hyderabad,2011,57275,Diesel,Manual,First,19.7,1598.0,103.6,5.0,,4.5,Volkswagen
Delhi,2014,45000,Diesel,Manual,First,24.0,1120.0,70.0,5.0,,3.49,Hyundai
Delhi,2014,57319,Diesel,Manual,First,25.2,1248.0,74.0,5.0,,4.25,Maruti
Chennai,2008,121097,Diesel,Manual,Second,24.0,1396.0,88.76,5.0,10.73,1.9,Hyundai
Mumbai,2011,89000,Diesel,Automatic,First,16.73,1995.0,218.0,5.0,,16.57,BMW
Bangalore,2012,72000,Petrol,Manual,First,17.0,1497.0,118.0,5.0,,5.75,Honda
Delhi,2013,36000,Diesel,Automatic,Second,16.55,1968.0,147.51,5.0,,14.0,Audi
Jaipur,2013,86000,Diesel,Manual,Second,19.5,1248.0,75.0,5.0,9.5,2.5,Fiat
Ahmedabad,2002,85000,Petrol,Manual,First,13.0,1343.0,90.0,5.0,,1.2,Honda
Pune,2005,120000,Petrol,Manual,Second,15.5,1242.0,,5.0,,0.85,Fiat
Kochi,2013,37613,Diesel,Automatic,First,22.69,1995.0,190.0,5.0,52.46,13.95,BMW
Chennai,2007,100000,Petrol,Manual,First,16.6,1388.0,68.0,5.0,,1.6,Ford
Coimbatore,2016,5240,Petrol,Automatic,First,21.9,624.0,37.48,4.0,,3.6,Tata
Mumbai,2018,20000,CNG,Manual,First,15.1,1196.0,73.0,5.0,,4.5,Maruti
Coimbatore,2019,16862,Petrol,Manual,First,20.89,1197.0,81.8,5.0,6.07,6.06,Maruti
Coimbatore,2013,59254,Petrol,Manual,Second,17.5,1298.0,85.8,5.0,,5.29,Maruti
Jaipur,2014,60000,Diesel,Manual,First,22.7,1498.0,89.84,5.0,,5.75,Ford
Hyderabad,2015,50295,Petrol,Manual,First,16.1,,,,,5.8,Maruti
Coimbatore,2014,47674,Petrol,Manual,First,19.1,1197.0,85.8,5.0,,5.72,Maruti
Kochi,2014,61517,Petrol,Automatic,First,16.95,1197.0,78.9,5.0,,4.39,Hyundai
Coimbatore,2016,62946,Diesel,Manual,First,15.1,2179.0,140.0,7.0,,11.05,Mahindra
Delhi,2015,66823,Diesel,Manual,Second,22.54,1396.0,88.73,5.0,,4.83,Hyundai
Pune,2013,79494,CNG,Manual,First,33.54,998.0,67.04,5.0,5.54,2.96,Maruti
Chennai,2012,107000,Diesel,Manual,Second,21.27,1396.0,88.76,5.0,,4.5,Hyundai
Mumbai,2011,55000,Diesel,Automatic,Second,16.46,2993.0,258.0,5.0,,19.5,BMW
Mumbai,2017,24000,Petrol,Automatic,First,14.3,1598.0,103.52,5.0,,8.75,Skoda
Mumbai,2016,20002,Diesel,Automatic,First,14.75,2967.0,245.0,7.0,1.04,67.0,Audi
Kochi,2016,54317,Petrol,Manual,First,17.4,1497.0,117.3,5.0,,8.4,Honda
Mumbai,2016,10200,Petrol,Manual,First,19.1,1197.0,82.0,5.0,,4.99,Hyundai
Coimbatore,2016,24337,Diesel,Manual,First,26.0,1498.0,98.6,5.0,,8.18,Honda
Pune,2012,79000,Petrol,Manual,First,18.4,1198.0,86.8,5.0,,2.9,Honda
Jaipur,2015,40500,Diesel,Manual,First,28.09,1248.0,88.5,5.0,,7.1,Maruti
Pune,2016,23000,Diesel,Manual,First,26.59,1248.0,74.0,5.0,,7.05,Maruti
Pune,2015,63050,Petrol,Automatic,First,11.1,2354.0,158.8,5.0,,17.5,Honda
Mumbai,2008,78000,Petrol,Automatic,Second,14.53,1794.0,138.1,5.0,,3.41,Toyota
Pune,2005,70000,Petrol,Manual,First,0.0,1590.0,,5.0,,1.3,Maruti
Coimbatore,2012,66245,Petrol,Manual,First,17.0,1497.0,118.0,5.0,,5.68,Honda
Bangalore,2007,74112,Diesel,Manual,First,12.05,2179.0,120.0,9.0,,4.1,Mahindra
Delhi,2011,87670,Petrol,Manual,First,13.4,1798.0,157.8,5.0,,4.0,Skoda
Hyderabad,2015,10000,Diesel,Automatic,First,18.88,1995.0,184.0,5.0,,30.0,BMW
Chennai,2007,62493,Petrol,Manual,First,15.0,1586.0,104.68,5.0,,1.8,Maruti
Kochi,2015,44620,Petrol,Manual,First,20.73,1373.0,91.1,5.0,,6.93,Maruti
Bangalore,2012,66538,Diesel,Automatic,First,10.2,4367.0,308.0,7.0,,70.0,Land
Ahmedabad,2013,60000,Diesel,Manual,First,12.99,2494.0,100.0,7.0,,7.9,Toyota
Kochi,2011,20842,Petrol,Manual,First,0.0,1086.0,62.0,5.0,,2.78,Hyundai
Chennai,2014,110000,Diesel,Automatic,First,13.01,2199.0,194.3,7.0,,14.4,Hyundai
Mumbai,2011,45000,Petrol,Automatic,Second,11.74,1796.0,186.0,5.0,,13.5,Mercedes-Benz
Mumbai,2014,40000,CNG,Manual,Second,26.6,998.0,58.16,5.0,,3.15,Maruti
Coimbatore,2012,49008,Petrol,Manual,First,19.7,796.0,46.3,5.0,,2.88,Maruti
Kolkata,2016,31000,Petrol,Manual,First,24.7,796.0,47.3,5.0,,2.15,Maruti
Pune,2013,8000,Petrol,Manual,First,16.95,1498.0,97.7,5.0,,3.75,Nissan
Mumbai,2019,171,Petrol,Manual,First,24.7,796.0,47.3,5.0,,3.6,Maruti
Kolkata,2018,2100,Petrol,Manual,First,24.07,998.0,67.1,5.0,4.33,3.6,Maruti
Coimbatore,2018,20667,Petrol,Automatic,First,18.9,1197.0,81.86,5.0,8.63,7.55,Hyundai
Kolkata,2015,50000,Diesel,Manual,First,24.2,1498.0,98.6,7.0,,4.7,Honda
Jaipur,2010,100030,Diesel,Manual,Second,18.8,1248.0,90.0,5.0,,1.6,Tata
Pune,2011,75372,Diesel,Manual,First,16.52,1991.0,123.7,5.0,,3.34,Chevrolet
Kochi,2016,60475,Petrol,Automatic,First,18.0,1497.0,117.3,5.0,,9.1,Honda
Kochi,2019,18453,Petrol,Manual,First,18.9,1197.0,81.86,5.0,6.68,6.17,Hyundai
Hyderabad,2008,96578,Diesel,Manual,First,22.0,1582.0,126.2,5.0,14.07,2.5,Hyundai
Kolkata,2016,31001,Petrol,Manual,First,18.44,1198.0,75.0,5.0,,3.0,Nissan
Jaipur,2012,65900,Diesel,Manual,First,22.32,1582.0,126.32,5.0,,5.75,Hyundai
Bangalore,2017,26246,Petrol,Manual,First,15.29,1591.0,121.3,5.0,,10.75,Hyundai
Jaipur,2013,62700,Petrol,Manual,Second,20.51,998.0,67.04,5.0,,2.85,Maruti
Chennai,2008,90000,Petrol,Automatic,First,10.2,2354.0,180.0,5.0,,6.5,Honda
Bangalore,2016,36000,Petrol,Automatic,First,16.8,1497.0,118.0,5.0,,9.45,Honda
Delhi,2016,46000,Diesel,Manual,First,27.39,1248.0,74.0,5.0,,6.75,Maruti
Coimbatore,2017,73003,Diesel,Manual,First,26.0,1498.0,98.6,5.0,,7.75,Honda
Kochi,2014,46566,Diesel,Manual,First,22.54,1396.0,88.76,5.0,,4.4,Hyundai
Jaipur,2015,41493,Diesel,Automatic,First,13.0,2987.0,265.0,5.0,,42.0,Mercedes-Benz
Kochi,2014,103788,Diesel,Manual,First,19.01,1461.0,108.5,5.0,,5.67,Nissan
Bangalore,2016,45000,Diesel,Automatic,First,19.6,1461.0,108.45,5.0,15.05,11.5,Renault
Pune,2009,120000,Petrol,Manual,First,18.9,998.0,67.1,5.0,,1.69,Maruti
Jaipur,2009,97359,Diesel,Manual,Second,17.1,1493.0,110.0,5.0,,1.8,Hyundai
Mumbai,2016,62000,Petrol,Manual,First,18.5,1197.0,85.8,5.0,,3.2,Maruti
Pune,2004,115000,Petrol,Manual,Second,0.0,,,,,1.5,Honda
Kochi,2019,18373,Diesel,Automatic,First,22.48,1995.0,187.74,5.0,,45.86,BMW
Hyderabad,2016,60453,Petrol,Manual,First,16.47,1198.0,74.0,5.0,,5.1,Volkswagen
Pune,2013,37000,Diesel,Manual,First,17.8,1248.0,,5.0,,4.85,Maruti
Mumbai,2010,69009,Petrol,Manual,Second,15.6,1196.0,70.0,5.0,,2.4,Ford
Hyderabad,2013,30000,Diesel,Automatic,First,18.88,1995.0,184.0,5.0,,22.0,BMW
Delhi,2012,70707,Diesel,Manual,First,22.32,1582.0,126.32,5.0,,4.28,Hyundai
Coimbatore,2015,64677,Diesel,Manual,First,20.45,1461.0,83.8,5.0,,5.67,Renault
Bangalore,2018,3000,Petrol,Automatic,First,18.9,1197.0,81.86,5.0,7.98,6.2,Hyundai
Bangalore,2013,49000,Diesel,Automatic,Second,17.05,1995.0,184.0,5.0,,14.49,BMW
Pune,2010,71000,Diesel,Manual,First,21.1,1248.0,73.9,5.0,,3.0,Maruti
Jaipur,2010,52000,Petrol,Manual,Second,19.81,1086.0,68.05,5.0,,2.25,Hyundai
Kochi,2016,35659,Diesel,Automatic,First,15.97,2993.0,258.0,7.0,,43.78,BMW
Kochi,2019,5377,Petrol,Manual,First,16.8,1497.0,116.3,5.0,,11.45,Honda
Delhi,2014,65000,Diesel,Automatic,First,11.18,2696.0,184.0,7.0,,10.5,Mahindra
Coimbatore,2015,92708,Diesel,Manual,First,22.7,1498.0,89.84,5.0,,7.48,Ford
Coimbatore,2010,48105,Petrol,Manual,First,19.7,796.0,46.3,5.0,,3.1,Maruti
Mumbai,2011,46759,Petrol,Manual,First,16.47,1198.0,74.0,5.0,,2.55,Volkswagen
Jaipur,2013,62000,Diesel,Manual,First,22.07,1199.0,73.9,5.0,,3.5,Volkswagen
Kolkata,2012,35175,Diesel,Manual,First,22.07,1199.0,73.9,5.0,,2.59,Volkswagen
Kolkata,2013,70000,Diesel,Manual,First,20.77,1248.0,88.8,7.0,,5.45,Maruti
Kolkata,2017,30000,Diesel,Manual,First,22.77,1498.0,98.59,5.0,,6.0,Ford
Kolkata,2016,66618,Diesel,Automatic,First,11.36,2755.0,171.5,7.0,24.82,15.49,Toyota
Mumbai,2010,69300,Petrol,Automatic,Second,10.8,2497.0,150.0,5.0,,12.5,BMW
Kolkata,2017,148000,Diesel,Manual,First,23.4,1248.0,74.0,5.0,,4.75,Maruti
Mumbai,2017,22000,Petrol,Manual,First,18.88,999.0,123.24,5.0,,7.85,Ford
Ahmedabad,2013,75000,Diesel,Manual,First,16.8,1493.0,110.0,5.0,,6.0,Hyundai
Mumbai,2016,43706,Petrol,Manual,First,17.57,1193.0,88.7,5.0,7.63,4.0,Tata
Mumbai,2011,42000,Diesel,Automatic,First,14.4,2967.0,241.4,5.0,,28.75,Audi
Pune,2012,65000,Diesel,Manual,First,22.3,1248.0,74.0,5.0,,2.5,Tata
Delhi,2015,76128,Diesel,Manual,First,26.59,1248.0,74.0,5.0,,5.5,Maruti
Kolkata,2010,39852,Petrol,Manual,First,16.0,1368.0,90.0,5.0,,1.59,Fiat
Mumbai,2017,18673,Petrol,Manual,First,18.6,1197.0,81.83,5.0,,6.22,Hyundai
Kolkata,2016,11583,Petrol,Manual,First,21.1,814.0,55.2,5.0,,2.75,Hyundai
Chennai,2007,82000,Petrol,Manual,Second,0.0,1086.0,,5.0,,1.35,Hyundai
Pune,2017,50000,Diesel,Automatic,First,17.9,2143.0,136.0,5.0,,25.0,Mercedes-Benz
Delhi,2014,77000,Petrol,Manual,First,23.1,998.0,67.04,5.0,,2.8,Maruti
Mumbai,2014,54890,Petrol,Manual,Second,17.8,1199.0,76.8,5.0,,2.45,Chevrolet
Pune,2016,21000,Petrol,Automatic,First,19.0,1199.0,88.7,5.0,,6.35,Honda
Mumbai,2009,58557,Diesel,Automatic,Third,16.07,1995.0,181.0,5.0,,8.0,BMW
Bangalore,2014,70000,Diesel,Manual,First,19.01,1461.0,108.45,5.0,,8.25,Renault
Mumbai,2017,16000,Petrol,Automatic,First,17.01,1499.0,110.4,5.0,,5.95,Ford
Kochi,2018,8899,Diesel,Manual,First,13.68,2393.0,147.8,7.0,22.86,19.92,Toyota
Kochi,2016,83629,Diesel,Manual,First,25.44,936.0,56.3,5.0,,3.15,Chevrolet
Chennai,2014,35059,Petrol,Automatic,First,17.21,1798.0,189.0,4.0,,5.75,Volkswagen
Kochi,2018,30552,Diesel,Automatic,First,10.91,3198.0,197.2,7.0,,32.44,Ford
Kochi,2016,44875,Diesel,Automatic,Second,22.32,1582.0,126.32,5.0,,8.01,Hyundai
Coimbatore,2017,25095,Petrol,Manual,First,18.16,1196.0,86.8,5.0,,6.48,Ford
Jaipur,2007,59000,Petrol,Manual,First,16.1,796.0,37.0,4.0,,0.75,Maruti
Kolkata,2014,36000,Diesel,Manual,First,26.0,1498.0,98.6,5.0,,5.0,Honda
Mumbai,2012,37000,Diesel,Manual,First,16.0,2179.0,140.0,7.0,,7.75,Mahindra
Chennai,2010,90000,Diesel,Manual,First,20.0,1399.0,68.0,5.0,,2.6,Ford
Pune,2018,17000,Petrol,Manual,First,17.0,1497.0,121.36,5.0,11.06,9.2,Ford
Mumbai,2015,42575,Petrol,Manual,First,18.6,1197.0,81.83,5.0,,5.05,Hyundai
Hyderabad,2012,131000,Diesel,Manual,First,12.99,2494.0,100.0,7.0,,9.6,Toyota
Mumbai,2013,74000,Diesel,Manual,First,20.46,1461.0,83.8,5.0,,5.5,Renault
Mumbai,2013,47234,Diesel,Manual,First,12.99,2494.0,100.6,8.0,,9.35,Toyota
Delhi,2009,231673,Petrol,Manual,First,17.0,1497.0,118.0,5.0,,2.6,Honda
Hyderabad,2016,10000,Petrol,Manual,First,24.07,998.0,67.1,5.0,4.53,3.5,Maruti
Kochi,2016,49389,Petrol,Manual,First,19.49,1198.0,67.04,5.0,,4.26,Nissan
Chennai,2016,12000,Petrol,Automatic,Second,23.1,998.0,67.04,5.0,,4.25,Maruti
Hyderabad,2010,65000,Petrol,Manual,Second,11.7,1796.0,178.0,5.0,,11.75,Mercedes-Benz
Chennai,2013,177000,Diesel,Manual,First,23.5,1498.0,88.7,5.0,,3.5,Ford
Jaipur,2015,89000,Petrol,Manual,First,17.01,1591.0,121.3,5.0,,7.5,Hyundai
Chennai,2009,72000,Petrol,Automatic,Third,15.0,1396.0,100.0,5.0,,3.25,Hyundai
Chennai,2012,49000,Petrol,Manual,First,17.5,1298.0,85.8,5.0,,4.9,Maruti
Hyderabad,2014,51355,Diesel,Automatic,First,14.84,2143.0,170.0,5.0,,27.0,Mercedes-Benz
Kochi,2017,13460,Petrol,Manual,First,18.6,1197.0,81.86,5.0,,8.91,Hyundai
Kochi,2014,35642,Petrol,Automatic,First,17.01,1591.0,121.4,5.0,,6.69,Hyundai
Kochi,2014,52895,Diesel,Manual,First,17.3,1998.0,163.7,5.0,,6.02,Chevrolet
Mumbai,2010,93000,Petrol,Manual,First,14.28,1798.0,138.03,5.0,19.39,4.5,Toyota
Pune,2011,70000,Petrol,Manual,First,19.0,998.0,66.1,5.0,,2.0,Maruti
Kolkata,2012,32048,Diesel,Manual,First,23.08,1461.0,63.1,5.0,,2.4,Nissan
Pune,2013,4700,Petrol,Manual,First,25.4,624.0,37.48,4.0,,1.2,Tata
Delhi,2014,71800,Diesel,Manual,First,23.4,1248.0,74.0,5.0,,2.9,Maruti
Coimbatore,2008,69078,Petrol,Manual,First,0.0,,,,,40.88,Land
Ahmedabad,2016,45000,Diesel,Automatic,First,17.32,1968.0,184.0,5.0,,27.0,Audi
Chennai,2016,15388,Diesel,Manual,First,25.8,1498.0,98.6,5.0,,7.5,Honda
Mumbai,2004,98798,Petrol,Manual,First,14.7,1599.0,104.0,5.0,,1.5,Chevrolet
Hyderabad,2016,43000,Diesel,Automatic,First,14.16,1968.0,174.3,5.0,,39.5,Audi
Hyderabad,2012,85112,Diesel,Manual,First,23.2,1248.0,73.94,5.0,,3.39,Maruti
Kochi,2018,37804,Diesel,Manual,First,15.4,2179.0,120.0,7.0,,12.4,Mahindra
Chennai,2014,45000,Diesel,Manual,First,28.09,1248.0,88.5,5.0,,6.85,Maruti
Pune,2011,116000,Diesel,Manual,Second,21.43,1364.0,138.0,5.0,,5.75,Toyota
Chennai,2015,100073,Diesel,Manual,Second,25.0,1396.0,69.0,5.0,,2.0,Tata
Jaipur,2006,165000,Petrol,Manual,First,16.1,796.0,37.0,4.0,,0.9,Maruti
Kolkata,2015,22000,Petrol,Manual,First,16.47,1198.0,74.0,5.0,,3.8,Volkswagen
Delhi,2017,9500,Petrol,Automatic,First,14.62,1999.0,149.92,5.0,21.77,16.35,Hyundai
Hyderabad,2012,152000,Diesel,Automatic,First,11.5,2982.0,169.0,7.0,,16.5,Toyota
Coimbatore,2019,17705,Petrol,Manual,First,21.4,1197.0,83.1,5.0,,8.7,Maruti
Mumbai,2016,12000,Petrol,Manual,First,21.4,1197.0,83.1,5.0,,6.1,Maruti
Hyderabad,2013,51000,Diesel,Automatic,First,23.8,1998.0,112.0,5.0,,21.94,Mini
Chennai,2009,42000,Diesel,Automatic,Second,13.0,2987.0,210.0,5.0,,22.0,Mercedes-Benz
Delhi,2015,51000,Petrol,Manual,First,20.92,998.0,67.1,5.0,,2.65,Maruti
Kochi,2017,42527,Petrol,Manual,First,20.4,1197.0,81.8,5.0,,5.27,Maruti
Kolkata,2014,45000,Diesel,Manual,First,22.1,1248.0,74.0,5.0,,2.48,Chevrolet
Kolkata,2011,70000,Diesel,Manual,First,12.8,2494.0,102.0,8.0,,6.0,Toyota
Mumbai,2009,92000,Diesel,Manual,First,11.5,2982.0,171.0,7.0,,8.9,Toyota
Hyderabad,2012,57156,Diesel,Automatic,Second,18.88,1995.0,184.0,5.0,,18.0,BMW
Coimbatore,2016,53211,Petrol,Manual,First,16.8,1395.0,138.02,5.0,,11.64,Skoda
Kolkata,2019,80000,Diesel,Manual,First,11.5,2982.0,171.0,7.0,,8.99,Toyota
Bangalore,2009,74000,Diesel,Automatic,First,15.5,1896.0,105.0,5.0,,5.25,Volkswagen
Kolkata,2011,37000,Diesel,Manual,First,23.0,1396.0,90.0,5.0,,2.95,Hyundai
Mumbai,2013,64000,Diesel,Manual,Second,21.02,1248.0,88.76,5.0,,2.65,Tata
Pune,2013,57197,Petrol,Manual,First,15.04,1598.0,103.6,5.0,,4.0,Volkswagen
Chennai,2016,55000,Diesel,Automatic,First,17.6,1582.0,126.2,5.0,18.35,12.5,Hyundai
Mumbai,2014,33000,Petrol,Manual,First,21.1,1197.0,85.8,5.0,,3.25,Maruti
Delhi,2008,70000,Petrol,Manual,First,13.1,1997.0,141.1,5.0,,4.0,Honda
Delhi,2012,75000,Diesel,Manual,Second,15.1,2179.0,140.0,7.0,,6.25,Mahindra
Jaipur,2016,58095,Diesel,Manual,First,21.66,1498.0,108.62,5.0,9.19,5.8,Volkswagen
Kolkata,2015,7445,Petrol,Manual,First,17.57,1193.0,88.7,5.0,8.09,5.0,Tata
Kochi,2016,17652,Diesel,Automatic,First,12.9,2993.0,270.88,5.0,,58.73,Jaguar
Kochi,2018,28321,Petrol,Automatic,First,14.28,1798.0,138.03,5.0,23.25,17.49,Toyota
Pune,2011,69000,Petrol,Manual,Second,19.0,998.0,66.1,5.0,,1.95,Maruti
Mumbai,2007,80000,Petrol,Automatic,First,11.1,2354.0,142.0,5.0,,3.0,Honda
Delhi,2014,42365,Petrol,Manual,First,17.0,1197.0,80.0,5.0,,5.5,Hyundai
Delhi,2013,123000,Diesel,Automatic,First,12.55,2982.0,168.5,7.0,,16.5,Toyota
Mumbai,2011,40000,Petrol,Automatic,Second,11.74,1796.0,186.0,5.0,,14.5,Mercedes-Benz
Hyderabad,2016,30112,Diesel,Manual,First,27.39,1248.0,74.0,5.0,,7.79,Maruti
Kochi,2017,43775,Diesel,Manual,First,20.77,1248.0,88.76,7.0,,8.27,Maruti
Kochi,2019,26013,Diesel,Automatic,First,12.65,2993.0,255.0,5.0,1.39,97.07,Land
Mumbai,2012,56000,Petrol,Manual,First,12.9,1598.0,102.5,5.0,,2.15,Chevrolet
Hyderabad,2008,95000,Petrol,Automatic,Second,12.9,1799.0,130.0,5.0,,3.0,Honda
Coimbatore,2014,41089,Diesel,Automatic,First,16.09,1995.0,184.0,5.0,,28.79,BMW
Mumbai,2011,41988,Diesel,Automatic,First,20.0,1968.0,138.1,5.0,,5.45,Skoda
Delhi,2013,72486,Diesel,Manual,First,23.4,1248.0,74.0,5.0,,3.95,Maruti
Pune,2013,92000,Diesel,Automatic,First,23.3,1984.0,150.0,5.0,,16.0,Volvo
Delhi,2013,40000,Petrol,Manual,First,17.5,1298.0,85.8,5.0,,4.25,Maruti
Bangalore,2014,56000,Diesel,Automatic,First,12.7,2179.0,187.7,5.0,,34.5,Land
Mumbai,2008,125000,Petrol,Automatic,Third,11.7,2354.0,177.6,5.0,,2.6,Honda
Kochi,2017,29219,Diesel,Manual,First,12.99,2494.0,100.6,8.0,,13.48,Toyota
Hyderabad,2018,39927,Diesel,Manual,First,12.55,2982.0,168.5,7.0,,32.1,Toyota
Kochi,2018,38593,Petrol,Manual,First,18.7,1199.0,88.7,5.0,,6.17,Honda
Kolkata,2015,32000,Petrol,Manual,First,17.0,1497.0,118.0,5.0,,5.5,Honda
Hyderabad,2017,28226,Diesel,Automatic,First,28.4,1248.0,73.75,5.0,11.52,9.15,Maruti
Pune,2014,95000,Diesel,Manual,First,21.64,1461.0,84.8,5.0,,4.5,Nissan
Chennai,2014,194000,Diesel,Manual,First,12.99,2494.0,100.6,8.0,,10.5,Toyota
Coimbatore,2016,14821,Petrol,Manual,First,19.4,1198.0,86.8,5.0,,5.37,Honda
Bangalore,2012,52000,Petrol,Manual,First,15.04,1598.0,103.6,5.0,,5.45,Volkswagen
Mumbai,2016,33000,Diesel,Manual,First,16.0,2179.0,140.0,7.0,,9.25,Mahindra
Chennai,2016,29200,Diesel,Manual,First,23.0,1498.0,98.96,5.0,13.23,7.7,Ford
Hyderabad,2012,99754,Diesel,Manual,First,17.72,1968.0,108.49,5.0,,7.99,Skoda
Chennai,2012,49000,Petrol,Manual,First,20.36,1197.0,78.9,5.0,,3.0,Hyundai
Hyderabad,2005,299322,Diesel,Manual,First,12.8,2494.0,102.0,8.0,,4.0,Toyota
Coimbatore,2018,38310,Diesel,Manual,First,20.65,1248.0,88.7,5.0,10.06,6.69,Tata
Delhi,2014,56000,Diesel,Manual,First,22.9,1248.0,74.0,5.0,,4.25,Maruti
Kolkata,2017,31300,Diesel,Automatic,First,21.72,1498.0,108.4,5.0,15.34,10.5,Skoda
Coimbatore,2019,11241,Diesel,Manual,First,13.68,2393.0,147.8,8.0,24.01,22.55,Toyota
Pune,2014,48000,Petrol,Manual,Second,17.01,1591.0,121.3,5.0,,5.2,Hyundai
Coimbatore,2019,23882,Petrol,Manual,First,17.4,1497.0,117.3,5.0,,11.87,Honda
Hyderabad,2014,65000,Diesel,Manual,First,26.0,1498.0,98.6,5.0,,6.99,Honda
Jaipur,2011,50000,Diesel,Manual,First,20.54,1598.0,103.6,5.0,,5.0,Volkswagen
Chennai,2014,25000,Diesel,Automatic,First,12.19,2967.0,236.0,5.0,,44.0,Audi
Chennai,2015,21000,Petrol,Manual,First,22.74,796.0,47.3,5.0,,2.79,Maruti
Pune,2012,148000,Diesel,Manual,Second,21.12,1248.0,88.8,5.0,,2.9,Tata
Delhi,2016,68000,Petrol,Manual,First,15.29,1591.0,121.3,5.0,,9.85,Hyundai
Bangalore,2014,52000,Diesel,Automatic,First,12.0,2987.0,224.0,7.0,,49.0,Mercedes-Benz
Jaipur,2016,19000,Diesel,Manual,First,16.55,2498.0,105.0,6.0,11.39,9.25,Mahindra
Mumbai,2011,74000,Diesel,Manual,Second,22.32,1582.0,126.3,5.0,,3.75,Hyundai
Coimbatore,2017,30279,Diesel,Manual,First,26.1,1498.0,99.0,5.0,9.79,7.29,Ford
Mumbai,2016,20000,Diesel,Automatic,First,20.7,1496.0,113.98,4.0,35.0,23.5,Mini
Hyderabad,2013,34834,Petrol,Manual,First,14.0,796.0,35.0,5.0,,2.6,Maruti
Pune,2015,90000,Diesel,Manual,Second,21.03,1461.0,65.0,5.0,9.26,3.1,Mahindra
Coimbatore,2016,38730,Diesel,Automatic,First,14.21,2143.0,203.0,5.0,,29.98,Mercedes-Benz
Kochi,2016,57390,Diesel,Manual,First,19.01,1461.0,108.45,5.0,,6.73,Renault
Kolkata,2016,100000,Diesel,Manual,First,23.4,1248.0,74.0,5.0,,3.5,Maruti
Kolkata,2011,50000,Petrol,Manual,First,16.47,1198.0,73.9,5.0,,2.35,Volkswagen
Coimbatore,2017,64961,Diesel,Manual,First,16.0,2179.0,140.0,7.0,,16.13,Mahindra
Coimbatore,2014,72465,Petrol,Manual,First,16.47,1198.0,74.0,5.0,,5.9,Volkswagen
Hyderabad,2012,68776,Petrol,Manual,First,21.1,1197.0,85.8,5.0,,3.9,Maruti
Pune,2005,150000,Petrol,Manual,First,14.7,1598.0,,5.0,,1.5,Chevrolet
Delhi,2012,68000,Diesel,Manual,First,12.8,2494.0,102.0,7.0,,6.95,Toyota
Delhi,2015,33000,Diesel,Manual,First,26.0,1498.0,98.6,5.0,,7.0,Honda
Coimbatore,2017,22389,Petrol,Manual,First,17.0,1198.0,73.75,5.0,8.68,7.23,Volkswagen
